วันที่,day_type,holiday_subject,รถไฟฟ้า ARL,รถไฟฟ้า BTS,รถไฟฟ้าสายสีชมพู,รถไฟฟ้าสายสีน้ำเงิน,รถไฟฟ้าสายสีม่วง,รถไฟฟ้าสายสีเหลือง,รถไฟฟ้าสายสีแดง,rain_average,dow
2022-01-29,0,normal,25385,345530,not available,141758,19119,not available,9905,0.0,5
2022-01-30,0,normal,22018,289144,not available,120995,15127,not available,9443,0.0,6
2022-01-31,1,normal,31760,412295,not available,188774,26321,not available,9905,0.0,0
2022-02-01,1,normal,32405,435296,not available,207148,27466,not available,10126,1.0,1
2022-02-02,1,normal,33674,457783,not available,204060,27950,not available,10671,0.4444444444444444,2
2022-02-03,1,normal,33884,458349,not available,207191,29602,not available,10728,0.1333333333333333,3
2022-02-04,1,normal,37231,498328,not available,212779,30216,not available,12820,11.933333333333332,4
2022-02-05,0,normal,27874,411659,not available,157764,20624,not available,11480,0.0222222222222222,5
2022-02-06,0,normal,23704,292622,not available,128626,16432,not available,8260,0.0,6
2022-02-07,1,normal,35300,430438,not available,222875,30294,not available,9937,0.0,0
2022-02-08,1,normal,33572,433964,not available,209705,30645,not available,10023,0.0888888888888888,1
2022-02-09,1,normal,33352,431601,not available,213795,30479,not available,9815,5.688888888888889,2
2022-02-10,1,normal,34006,432676,not available,205796,29290,not available,9900,4.5777777777777775,3
2022-02-11,1,normal,36664,461539,not available,216897,30902,not available,11177,0.2,4
2022-02-12,0,normal,26751,352798,not available,160819,21091,not available,8957,0.2222222222222222,5
2022-02-13,0,normal,23278,297423,not available,131116,16804,not available,7860,1.5555555555555556,6
2022-02-14,2,วาเลนไทน์,35367,458744,not available,208778,29348,not available,10404,11.822222222222225,0
2022-02-15,1,normal,35252,437135,not available,212180,30589,not available,9940,6.71111111111111,1
2022-02-16,0,วันมาฆบูชา,23319,287856,not available,127308,16152,not available,7442,0.6222222222222222,2
2022-02-17,1,normal,33738,417379,not available,210015,28765,not available,9685,7.7555555555555555,3
2022-02-18,1,normal,35437,437853,not available,211064,30085,not available,10388,6.488888888888888,4
2022-02-19,0,normal,25884,328098,not available,156490,20534,not available,8457,0.0,5
2022-02-20,0,normal,22487,267562,not available,127586,16360,not available,8193,0.3777777777777778,6
2022-02-21,1,normal,33958,412626,not available,189753,26860,not available,10272,2.8666666666666667,0
2022-02-22,1,normal,32605,410710,not available,202374,28879,not available,9529,0.0,1
2022-02-23,1,normal,32532,409845,not available,201498,28895,not available,9325,0.0,2
2022-02-24,1,normal,31794,401424,not available,190179,27723,not available,9033,0.0,3
2022-02-25,1,normal,34281,427399,not available,203121,28172,not available,10420,0.0,4
2022-02-26,0,normal,24935,309797,not available,150598,19230,not available,7992,0.0,5
2022-02-27,0,normal,21712,253784,not available,122784,15322,not available,7701,0.0,6
2022-02-28,1,normal,32702,402907,not available,189753,24477,not available,8965,0.0,0
2022-03-01,1,normal,31294,400010,not available,200623,28674,not available,8158,2.4444444444444446,1
2022-03-02,1,normal,31266,394618,not available,198746,27465,not available,7928,0.0,2
2022-03-03,1,normal,31075,398686,not available,179406,26258,not available,7873,0.4,3
2022-03-04,1,normal,33398,420246,not available,188232,26456,not available,9414,0.0,4
2022-03-05,0,normal,24248,320237,not available,132076,17371,not available,7868,0.0,5
2022-03-06,0,normal,21653,267064,not available,105907,13765,not available,7466,0.0,6
2022-03-07,1,normal,31888,395060,not available,180690,26689,not available,8863,1.422222222222222,0
2022-03-08,1,normal,31587,393920,not available,183826,26554,not available,8423,0.0222222222222222,1
2022-03-09,1,normal,31488,396390,not available,183592,26251,not available,8429,0.6888888888888889,2
2022-03-10,1,normal,34228,394434,not available,183436,25535,not available,8227,2.911111111111111,3
2022-03-11,1,normal,33425,415025,not available,192548,26564,not available,9693,0.0,4
2022-03-12,0,normal,24841,323135,not available,135101,17440,not available,8186,0.0,5
2022-03-13,0,normal,22087,265801,not available,108336,13819,not available,7320,0.0,6
2022-03-14,1,normal,32594,396594,not available,185568,27484,not available,8346,0.0,0
2022-03-15,1,normal,32229,406074,not available,184628,26092,not available,8063,0.0,1
2022-03-16,1,normal,32114,402232,not available,187580,26971,not available,7967,0.1777777777777777,2
2022-03-17,1,normal,32070,397852,not available,183676,24655,not available,8656,0.0222222222222222,3
2022-03-18,1,normal,34341,435005,not available,191099,26384,not available,9449,0.0,4
2022-03-19,0,normal,26936,364492,not available,134087,17321,not available,8336,0.5333333333333334,5
2022-03-20,0,normal,23029,272095,not available,107519,13726,not available,7144,26.466666666666672,6
2022-03-21,1,normal,33684,414072,not available,180807,26685,not available,8588,3.488888888888889,0
2022-03-22,1,normal,32864,407980,not available,189364,25938,not available,8277,3.7777777777777777,1
2022-03-23,1,normal,32428,412422,not available,187687,26106,not available,8431,0.9555555555555556,2
2022-03-24,1,normal,32606,408371,not available,187475,25850,not available,8564,2.488888888888889,3
2022-03-25,1,normal,35817,441238,not available,194174,26904,not available,10038,0.0888888888888888,4
2022-03-26,0,normal,28153,346185,not available,151255,19117,not available,9810,0.4888888888888889,5
2022-03-27,0,normal,24471,285033,not available,122989,15583,not available,11405,0.0444444444444444,6
2022-03-28,1,normal,34150,414597,not available,226594,31485,not available,10827,4.199999999999999,0
2022-03-29,1,normal,34188,416666,not available,199846,27128,not available,10412,0.911111111111111,1
2022-03-30,1,normal,34479,422556,not available,201116,27469,not available,10672,0.0666666666666666,2
2022-03-31,1,normal,35919,447047,not available,202813,26610,not available,10739,0.0,3
2022-04-01,1,normal,37710,469894,not available,224173,29645,not available,11845,0.0,4
2022-04-02,0,normal,28065,353743,not available,165340,20473,not available,11208,0.1777777777777777,5
2022-04-03,0,normal,24402,297764,not available,133166,16501,not available,10129,2.0444444444444443,6
2022-04-04,1,normal,35767,430494,not available,217873,27809,not available,11241,0.0,0
2022-04-05,1,normal,36022,440103,not available,211124,27995,not available,11353,0.0,1
2022-04-06,0,วันจักรี,25193,301164,not available,137039,15396,not available,10532,0.0,2
2022-04-07,1,normal,35204,422571,not available,211474,28428,not available,8192,0.0,3
2022-04-08,1,normal,36841,443157,not available,200012,27068,not available,8653,0.0,4
2022-04-09,0,normal,25603,316051,not available,147522,18695,not available,6412,0.0,5
2022-04-10,0,normal,21796,261722,not available,118815,15068,not available,5521,0.0,6
2022-04-11,1,normal,31657,377538,not available,172987,23848,not available,7487,0.2666666666666666,0
2022-04-12,1,normal,30086,361886,not available,166770,22672,not available,7445,0.0666666666666666,1
2022-04-13,0,สงกรานต์,19658,233933,not available,84700,10979,not available,4687,0.0,2
2022-04-14,0,สงกรานต์,18060,223002,not available,80463,10021,not available,4834,0.0,3
2022-04-15,0,สงกรานต์,18717,231121,not available,82444,10318,not available,5382,0.0,4
2022-04-16,0,normal,19985,241565,not available,93039,12449,not available,5228,0.0,5
2022-04-17,0,normal,21808,235162,not available,90430,12626,not available,6054,0.2888888888888889,6
2022-04-18,1,normal,33877,398769,not available,175548,27417,not available,9234,8.444444444444445,0
2022-04-19,1,normal,34078,408005,not available,187574,26181,not available,9099,5.0888888888888895,1
2022-04-20,1,normal,34073,418396,not available,191361,25874,not available,9380,1.422222222222222,2
2022-04-21,1,normal,33875,412962,not available,192891,26418,not available,8997,8.31111111111111,3
2022-04-22,1,normal,36010,451581,not available,201145,27612,not available,9846,3.2666666666666666,4
2022-04-23,0,normal,26706,347478,not available,148357,19070,not available,8032,2.533333333333333,5
2022-04-24,0,normal,22610,282030,not available,119490,15372,not available,7463,2.3777777777777778,6
2022-04-25,1,normal,35416,438718,not available,180545,25420,not available,9501,0.0,0
2022-04-26,1,normal,35465,435897,not available,208405,28191,not available,9347,6.199999999999999,1
2022-04-27,1,normal,35917,436760,not available,206319,27580,not available,9295,0.0,2
2022-04-28,1,normal,36296,452237,not available,209156,27875,not available,9275,7.888888888888889,3
2022-04-29,1,normal,39835,503223,not available,221984,29720,not available,10593,0.2,4
2022-04-30,0,normal,28695,371592,not available,163730,20523,not available,8712,4.311111111111112,5
2022-05-01,0,วันแรงงาน (เอกชน),25801,319368,not available,131870,16539,not available,7861,11.6,6
2022-05-02,1,normal,26885,322100,not available,116697,17219,not available,7751,0.4222222222222223,0
2022-05-03,1,normal,37209,462212,not available,209161,24505,not available,9924,0.0,1
2022-05-04,0,วันฉัตรมงคล,27437,338748,not available,147035,15541,not available,7208,0.0,2
2022-05-05,1,normal,39313,491727,not available,211253,29687,not available,9682,0.0,3
2022-05-06,1,normal,41384,513295,not available,242757,31728,not available,11210,3.844444444444445,4
2022-05-07,0,normal,29608,372146,not available,168965,20980,not available,8377,10.822222222222225,5
2022-05-08,0,normal,27281,325207,not available,136416,16578,not available,8885,5.888888888888889,6
2022-05-09,1,normal,40601,475975,not available,227472,30912,not available,11255,17.400000000000002,0
2022-05-10,1,normal,40629,486349,not available,229363,30076,not available,10844,2.0,1
2022-05-11,1,normal,40991,492504,not available,238298,31470,not available,11133,3.0444444444444443,2
2022-05-12,1,normal,42388,505675,not available,225945,30175,not available,11937,2.088888888888889,3
2022-05-13,0,วันพืชมงคล (ราชการ),39332,467964,not available,220834,26905,not available,10025,0.0444444444444444,4
2022-05-14,0,normal,30905,377179,not available,157822,19912,not available,9345,1.3555555555555554,5
2022-05-15,0,วันวิสาขบูชา,26064,322158,not available,133782,16650,not available,8820,3.288888888888889,6
2022-05-16,0,วันหยุดชดเชย,26403,294457,not available,117232,16346,not available,7747,7.777777777777778,0
2022-05-17,1,normal,44901,546160,not available,227691,30915,not available,12735,36.24444444444444,1
2022-05-18,1,normal,44262,543911,not available,238324,31473,not available,12506,3.6222222222222222,2
2022-05-19,1,normal,45223,567884,not available,259493,36001,not available,12190,0.0,3
2022-05-20,1,normal,47863,599471,not available,288112,36990,not available,13283,0.0888888888888888,4
2022-05-21,0,normal,32784,398910,not available,200536,24461,not available,10120,2.177777777777778,5
2022-05-22,0,normal,29518,342541,not available,161905,19325,not available,8914,2.111111111111111,6
2022-05-23,1,normal,43699,535229,not available,259297,36220,not available,11293,0.0,0
2022-05-24,1,normal,43800,544225,not available,257038,33866,not available,11542,0.8666666666666667,1
2022-05-25,1,normal,45218,562672,not available,263885,36031,not available,11598,3.4000000000000004,2
2022-05-26,1,normal,45137,562082,not available,271771,36115,not available,11861,0.0444444444444444,3
2022-05-27,1,normal,50310,615689,not available,282396,36428,not available,14120,0.1777777777777777,4
2022-05-28,0,normal,37002,453305,not available,168597,21284,not available,10519,7.911111111111111,5
2022-05-29,0,normal,33512,376718,not available,142306,17985,not available,9582,0.0888888888888888,6
2022-05-30,1,normal,46491,564896,not available,263125,36080,not available,12652,0.2888888888888888,0
2022-05-31,1,normal,47888,585840,not available,264414,36894,not available,13030,7.199999999999999,1
2022-06-01,1,normal,49230,614493,not available,276470,38544,not available,12705,0.0666666666666666,2
2022-06-02,1,normal,52686,638383,not available,306013,41384,not available,14043,5.51111111111111,3
2022-06-03,0,วันเฉลิมฯ พระบรมราชินี,33605,405878,not available,193678,23660,not available,9581,7.0,4
2022-06-04,0,normal,32151,412910,not available,170231,20645,not available,9540,0.0888888888888888,5
2022-06-05,0,normal,31206,371143,not available,151892,18423,not available,9558,0.6444444444444445,6
2022-06-06,1,normal,49435,604585,not available,266991,37714,not available,14649,10.666666666666666,0
