วันที่,day_type,holiday_subject,รถไฟฟ้า ARL,รถไฟฟ้า BTS,รถไฟฟ้าสายสีชมพู,รถไฟฟ้าสายสีน้ำเงิน,รถไฟฟ้าสายสีม่วง,รถไฟฟ้าสายสีเหลือง,รถไฟฟ้าสายสีแดง,rain_average,dow
2024-01-22,1,normal,71386,764899,not available,470852,76963,37918,30767,0.0,0
2024-01-23,1,normal,72108,789015,not available,483748,77111,37007,30608,0.0,1
2024-01-24,1,normal,72151,787106,not available,490339,77044,36706,30888,0.0,2
2024-01-25,1,normal,72647,798983,not available,496229,77015,36042,31613,0.0,3
2024-01-26,1,normal,77223,854627,not available,512685,79996,40479,35352,0.0,4
2024-01-27,0,normal,55916,612113,not available,353655,46862,32697,24937,0.0,5
2024-01-28,0,normal,50869,512474,not available,284230,37611,27684,21914,0.0,6
2024-01-29,1,normal,72200,773101,not available,474113,76503,36864,32300,0.0,0
2024-01-30,1,normal,73001,795315,not available,491153,78465,37277,30312,0.0,1
2024-01-31,1,normal,74858,819011,not available,504349,80500,39021,30956,0.0,2
2024-02-01,1,normal,74121,816374,not available,504168,79059,40428,31378,0.0,3
2024-02-02,1,normal,81835,904650,not available,533901,82137,44509,37280,0.0,4
2024-02-03,0,normal,68720,711895,not available,382302,50662,38775,31358,0.0,5
2024-02-04,0,normal,62337,625458,not available,318005,42075,32187,27948,0.0,6
2024-02-05,1,normal,77432,855973,not available,500090,78723,40484,34657,0.0,0
2024-02-06,1,normal,77125,860700,not available,514614,80458,40342,34125,0.0,1
2024-02-07,1,normal,76064,869893,not available,522481,80862,41028,35909,0.0444444444444444,2
2024-02-08,1,normal,76255,853670,not available,518491,78853,40840,34943,0.0,3
2024-02-09,1,normal,75323,860115,not available,492412,76790,41634,39451,0.0,4
2024-02-10,0,normal,65279,654513,not available,384500,46573,37175,28890,1.088888888888889,5
2024-02-11,0,normal,51335,538397,not available,324185,37872,27901,21595,0.0222222222222222,6
2024-02-12,1,normal,68508,796820,not available,486148,76541,38184,31278,0.0,0
2024-02-13,1,normal,73398,836417,not available,524781,80003,39195,31561,0.0222222222222222,1
2024-02-14,2,วาเลนไทน์,78399,937498,not available,555976,83019,43668,32989,0.0222222222222222,2
2024-02-15,1,normal,75011,832743,not available,501135,77962,40181,31529,0.0,3
2024-02-16,1,normal,75561,851352,not available,499337,78648,40731,34172,0.3111111111111111,4
2024-02-17,0,normal,55174,600015,not available,332802,44828,31534,22287,0.5333333333333333,5
2024-02-18,0,normal,48992,495981,not available,273555,36473,26996,20152,0.0,6
2024-02-19,1,normal,72141,767056,not available,469136,76058,38613,31867,0.0,0
2024-02-20,1,normal,73563,788245,not available,486903,76951,38503,31040,0.0,1
2024-02-21,1,normal,73119,791041,not available,489193,78039,38782,31319,0.0,2
2024-02-22,1,normal,74089,783579,not available,487386,75943,38106,31300,0.0,3
2024-02-23,1,normal,77671,817977,not available,502501,79382,42850,34979,0.0,4
2024-02-24,0,วันมาฆบูชา,53286,554473,not available,324628,39748,30273,21503,0.0,5
2024-02-25,0,normal,48973,482034,29757,274319,39909,27912,19318,0.0,6
2024-02-26,0,วันหยุดชดเชย,48746,448350,28278,251143,35037,23959,19066,0.0,0
2024-02-27,1,normal,72497,762354,52505,468514,76025,37628,31838,0.0,1
2024-02-28,1,normal,72857,776019,52426,479204,75814,38321,30711,0.0,2
2024-02-29,1,normal,74326,808527,53949,503970,78002,41631,31130,0.0,3
2024-03-01,1,normal,76780,838802,57645,522245,80091,44431,34826,0.2,4
2024-03-02,0,normal,56626,604042,40565,378013,47426,34157,23936,0.0222222222222222,5
2024-03-03,0,normal,52106,529686,37283,333730,42348,30034,23830,0.0,6
2024-03-04,1,normal,71131,755933,52038,453071,75076,38901,31209,0.0,0
2024-03-05,1,normal,71415,769820,52219,469117,75947,38096,31110,0.0222222222222222,1
2024-03-06,1,normal,71643,770843,52823,471461,74979,39461,31151,0.0,2
2024-03-07,1,normal,70782,760208,50979,460615,73812,39505,30787,0.0,3
2024-03-08,1,normal,73870,715110,56122,475807,76336,42494,33780,0.0,4
2024-03-09,0,normal,53528,596709,40254,323170,44660,32343,22616,0.0,5
2024-03-10,0,normal,48922,505540,35986,265131,37389,28229,20859,0.0222222222222222,6
2024-03-11,1,normal,68716,733685,50270,447536,72306,36868,31069,0.0,0
2024-03-12,1,normal,69293,753247,51337,461846,73144,37180,30897,0.0,1
2024-03-13,1,normal,68961,755931,50524,463983,74063,38769,30469,0.0,2
2024-03-14,1,normal,70005,753183,50243,453576,72876,37903,30311,0.0,3
2024-03-15,1,normal,72255,783426,52295,464438,73359,39837,33114,0.0,4
2024-03-16,0,normal,53107,554065,35862,305583,41686,30958,21189,0.0,5
2024-03-17,0,normal,48188,494398,33182,269648,37147,29142,20224,0.0,6
2024-03-18,1,normal,70448,731619,49952,443365,72088,38216,30574,0.0,0
2024-03-19,1,normal,69405,741006,48711,455246,72428,37328,30162,2.066666666666667,1
2024-03-20,1,normal,69856,740416,50530,448699,72671,38913,29634,2.711111111111111,2
2024-03-21,1,normal,71137,760224,49124,470182,73215,38342,30357,0.0,3
2024-03-22,1,normal,72392,783739,51289,469841,74371,40090,33225,0.0,4
2024-03-23,0,normal,52491,574494,36086,316783,44356,30173,22875,0.0,5
2024-03-24,0,normal,47111,483514,32347,260849,35830,26935,21345,0.0,6
2024-03-25,1,normal,70779,747601,36881,447893,71448,37930,31122,0.0,0
2024-03-26,1,normal,79236,779897,50029,474791,74060,44182,31420,0.0,1
2024-03-27,1,normal,70959,685834,52026,470118,74204,37785,30798,0.0,2
2024-03-28,1,normal,72698,796863,51801,496221,74391,8032,31534,0.0222222222222222,3
2024-03-29,1,normal,77131,866521,61619,533884,78024,27121,36102,0.0,4
2024-03-30,0,normal,67992,655469,45567,393893,49548,25490,27493,0.0,5
2024-03-31,0,normal,59499,583006,40255,341725,42189,26024,25448,0.0,6
2024-04-01,1,normal,74540,791039,54081,504618,75930,31689,33536,0.0,0
2024-04-02,1,normal,71941,792999,52736,502141,76425,28680,32023,0.0,1
2024-04-03,1,normal,71802,789255,52842,500588,76055,30413,32363,0.0,2
2024-04-04,1,normal,71489,783150,52603,487391,75225,29829,31870,0.0,3
2024-04-05,1,normal,73249,817346,56706,504581,76183,32103,34899,0.0222222222222222,4
2024-04-06,0,วันจักรี,52884,572305,37811,335850,44464,25395,23769,0.0,5
2024-04-07,0,normal,47604,506508,33324,285397,37905,21923,21527,0.0,6
2024-04-08,0,วันหยุดชดเชย,47859,458549,31052,272583,38357,20801,20820,0.0,0
2024-04-09,1,normal,66650,730805,50704,435781,70335,28633,30128,0.0,1
2024-04-10,1,normal,65556,726435,49477,433193,69130,28157,29366,0.0444444444444444,2
2024-04-11,1,normal,65616,713606,48831,415347,66194,29565,30365,0.0,3
2024-04-12,0,วันหยุดพิเศษ (ครม.),53771,548721,34129,290736,41666,24028,22089,0.0,4
2024-04-13,0,สงกรานต์,53993,573345,33636,276092,32956,26920,20472,0.0,5
2024-04-14,0,สงกรานต์,54632,565094,33533,263503,31889,26206,18962,0.0,6
2024-04-15,0,สงกรานต์,52516,553065,33749,249733,31146,25057,19652,0.0,0
2024-04-16,0,วันหยุดชดเชย,42037,389410,25212,189893,27806,17863,18261,0.0,1
2024-04-17,1,normal,59738,612120,42477,370323,59252,26460,26689,0.0,2
2024-04-18,1,normal,60521,612120,44035,398343,64361,25796,28520,0.0,3
2024-04-19,1,normal,64273,692505,48230,414728,66394,29473,29634,0.0,4
2024-04-20,0,normal,47872,519231,35115,269962,39516,23412,21089,0.0,5
2024-04-21,0,normal,44912,459783,30567,238533,33844,21374,21526,0.0,6
2024-04-22,1,normal,68698,716019,51971,437789,71225,31446,30887,0.0,0
2024-04-23,1,normal,68273,738058,51602,454194,72230,31372,30587,0.0,1
2024-04-24,1,normal,69343,750259,51754,454650,72346,32135,30332,0.0,2
2024-04-25,1,normal,70338,771343,53121,456062,72903,32268,30431,0.0,3
2024-04-26,1,normal,73786,799549,57677,468696,73525,34026,33705,0.0,4
2024-04-27,0,normal,52672,581090,40526,300788,44308,26478,22966,0.0,5
2024-04-28,0,normal,47038,498415,34493,245018,36139,22541,20264,0.0,6
2024-04-29,1,normal,70046,759325,54079,445024,71908,31570,30663,0.0,0
2024-04-30,1,normal,74751,827037,58808,481633,76003,35580,32587,0.0222222222222222,1
2024-05-01,0,วันแรงงาน (เอกชน),55537,579731,44168,304920,46134,26499,25277,0.0,2
2024-05-02,1,normal,72906,789075,54444,460601,72640,34006,30990,0.0,3
2024-05-03,1,normal,76187,819792,58228,474418,73771,36010,32754,0.0,4
2024-05-04,0,วันฉัตรมงคล,58096,550978,37239,288295,40398,31202,21624,0.0,5
2024-05-05,0,normal,47342,481721,34060,248398,39984,23984,19287,0.0,6
2024-05-06,0,วันหยุดชดเชย,48133,456974,32209,242613,37091,21849,19875,0.0222222222222222,0
2024-05-07,1,normal,67977,737272,53039,440606,71642,32627,30103,0.3111111111111111,1
2024-05-08,1,normal,68409,749071,53221,452915,73619,32375,30707,0.0,2
2024-05-09,1,normal,69047,746960,54062,454461,72201,32694,31574,0.0,3
2024-05-10,0,วันพืชมงคล (ราชการ),63828,707787,44844,418100,62075,32040,26853,0.0,4
2024-05-11,0,normal,49303,537255,35964,298320,42055,24687,21478,0.3111111111111111,5
2024-05-12,0,normal,45691,457308,32819,260155,35906,21620,20115,0.0444444444444444,6
2024-05-13,1,normal,65973,722425,54653,430958,72853,34356,30416,0.3111111111111111,0
2024-05-14,1,normal,67470,751610,53420,444797,74872,31998,29111,0.0,1
2024-05-15,1,normal,68180,749453,53942,450774,74459,32756,30200,0.0444444444444444,2
2024-05-16,1,normal,66753,756263,54171,449600,73413,32950,30304,2.8666666666666667,3
2024-05-17,1,normal,71152,815026,58414,468362,76122,36044,32512,0.0,4
2024-05-18,0,normal,50265,552895,38006,285165,41278,24678,21350,1.1777777777777778,5
2024-05-19,0,normal,42743,462560,32288,232328,33468,21514,18475,2.711111111111111,6
2024-05-20,1,normal,66814,739693,54950,437833,74946,33078,29504,0.0222222222222222,0
2024-05-21,1,normal,70272,795961,67247,466108,80551,38480,32309,1.6222222222222222,1
2024-05-22,0,วันวิสาขบูชา,43457,448859,30557,241217,34088,20057,17784,1.822222222222222,2
2024-05-23,1,normal,67049,761273,58650,442928,75093,36673,30179,3.466666666666667,3
2024-05-24,1,normal,68811,793346,62652,455082,76201,37391,32050,0.2444444444444444,4
2024-05-25,0,normal,49511,544082,40557,284800,42674,25050,21030,0.0,5
2024-05-26,0,normal,44848,465277,35030,235692,34874,21379,19808,1.4,6
2024-05-27,1,normal,68047,748536,57238,442314,75855,35102,30712,0.0,0
2024-05-28,1,normal,68926,775556,62225,458778,77666,35070,29953,0.0,1
2024-05-29,1,normal,69043,777923,63769,460255,77860,35012,30785,0.0,2
2024-05-30,1,normal,70564,802132,66956,471123,78895,38029,31858,4.444444444444445,3
2024-05-31,1,normal,74157,842876,73938,484451,81741,40139,35905,0.0888888888888888,4
2024-06-01,0,normal,54183,629024,35104,306668,46555,27951,24305,0.0,5
2024-06-02,0,normal,49381,536089,37935,269335,39322,28033,21156,0.0444444444444444,6
2024-06-03,0,วันเฉลิมฯ พระบรมราชินี,44035,440599,32377,232166,34633,20835,20403,0.0,0
2024-06-04,1,normal,69881,741019,63031,472683,81231,37194,32932,0.0,1
2024-06-05,1,normal,70089,794506,63012,472299,79943,36737,33188,0.0222222222222222,2
2024-06-06,1,normal,69678,791094,61072,471393,78966,35485,31782,0.0222222222222222,3
2024-06-07,1,normal,72871,826848,64663,478230,79786,37354,33963,0.0444444444444444,4
2024-06-08,0,normal,53390,600589,42955,318618,45689,26688,24346,0.0,5
2024-06-09,0,normal,48002,527921,37136,271177,37909,23375,22578,0.0,6
2024-06-10,1,normal,71878,779821,62162,456986,78568,35875,33989,0.0222222222222222,0
2024-06-11,1,normal,75510,797646,62567,474934,80412,39487,33118,0.0888888888888888,1
2024-06-12,1,normal,69435,811842,63087,470067,80563,35618,32772,1.4,2
2024-06-13,1,normal,70201,820791,63801,473635,80668,36401,33097,0.0,3
2024-06-14,1,normal,72922,859843,66451,488099,81856,37849,35804,0.0,4
2024-06-15,0,normal,54091,619680,45164,325103,47891,26825,23966,0.0,5
2024-06-16,0,normal,45841,506727,37135,254354,38632,22474,21430,0.0,6
2024-06-17,1,normal,67840,782388,61698,452169,79772,37505,32077,1.1777777777777778,0
2024-06-18,1,normal,68311,806323,62537,473907,81856,37936,32657,0.0222222222222222,1
2024-06-19,1,normal,69435,815827,64152,477820,80654,40429,32826,0.1555555555555555,2
2024-06-20,1,normal,70831,809219,63930,480611,80394,40411,33117,0.0666666666666666,3
2024-06-21,1,normal,75691,849701,68811,494005,81544,43576,36181,0.0,4
2024-06-22,0,normal,64450,606453,45169,325301,47425,38370,23763,0.0222222222222222,5
2024-06-23,0,normal,56329,523798,28073,260631,38213,32339,21595,0.0,6
2024-06-24,1,normal,71495,767984,56956,454685,79022,40119,34702,0.0,0
2024-06-25,1,normal,71319,800530,63190,483334,82466,42129,34658,1.3777777777777778,1
2024-06-26,1,normal,70271,819013,66104,472797,82381,40796,33176,1.1777777777777778,2
2024-06-27,1,normal,72258,832486,64127,479285,81738,40611,35082,0.1333333333333333,3
2024-06-28,1,normal,77996,912230,71823,532552,86639,46270,39424,3.1555555555555554,4
2024-06-29,0,normal,57806,662743,51431,369555,53513,34767,26086,0.0888888888888888,5
2024-06-30,0,normal,53462,599115,43970,311978,46229,31024,23750,1.6888888888888889,6
2024-07-01,1,normal,68969,818410,67835,475912,84882,43530,35826,0.1555555555555555,0
2024-07-02,1,normal,71044,842506,67621,493567,85760,43783,34689,0.0222222222222222,1
2024-07-03,1,normal,71399,842254,67322,494029,84516,44020,33812,0.8888888888888888,2
2024-07-04,1,normal,71190,830360,65201,487085,84074,43344,33969,3.4444444444444446,3
2024-07-05,1,normal,75047,881375,72372,505606,85737,45855,36713,0.0,4
2024-07-06,0,normal,54817,646461,47279,337137,50274,32864,24182,0.0444444444444444,5
2024-07-07,0,normal,49703,550573,38690,271148,40157,28430,22875,0.0444444444444444,6
2024-07-08,1,normal,69973,805541,65218,467161,81928,40906,35378,0.0666666666666666,0
2024-07-09,1,normal,70467,827577,64368,485043,84008,41809,34487,0.0222222222222222,1
2024-07-10,1,normal,71395,826075,64009,489460,82869,43499,34163,0.9333333333333332,2
2024-07-11,1,normal,71568,836177,67197,492108,84385,43219,34917,0.0888888888888888,3
2024-07-12,1,normal,74307,877643,72295,504737,84803,46163,37813,0.6888888888888889,4
2024-07-13,0,normal,53903,625075,44727,321604,47062,31603,24155,0.5111111111111111,5
2024-07-14,0,normal,47761,527811,37505,264151,38982,27221,21571,0.0,6
2024-07-15,1,normal,70235,799975,64559,464388,81324,40691,35071,0.0888888888888888,0
2024-07-16,1,normal,70525,810565,63765,477932,82637,40991,34661,0.0,1
2024-07-17,1,normal,70088,820603,64156,485611,81479,41785,34822,0.0222222222222222,2
2024-07-18,1,normal,71698,825150,67197,485123,82580,41262,35199,0.0222222222222222,3
2024-07-19,1,normal,76138,867313,68722,498315,84736,44887,39289,0.0444444444444444,4
2024-07-20,0,วันอาสาฬหบูชา,50757,580230,28023,305878,41873,28523,24418,0.1333333333333333,5
2024-07-21,0,วันเข้าพรรษา (ราชการ),44800,502667,32812,255844,35046,25763,19515,1.6222222222222222,6
2024-07-22,0,วันหยุดชดเชย,47770,469654,32372,253216,37568,24312,21719,0.1111111111111111,0
2024-07-23,1,normal,70648,813924,64782,486045,83141,40705,36178,0.1777777777777777,1
2024-07-24,1,normal,71696,834734,64655,495379,82774,40721,35942,0.0888888888888888,2
2024-07-25,1,normal,73604,849048,65666,504210,83305,42313,37197,0.2444444444444444,3
2024-07-26,1,normal,76313,885157,70425,519612,84042,44550,41319,0.1333333333333333,4
2024-07-27,0,normal,54008,620805,43769,326718,46852,29675,25430,3.2666666666666666,5
2024-07-28,0,วันเฉลิมฯ พระวชิรเกล้าเจ้าอยู่หัว,49099,532263,35800,284689,36588,28562,21214,0.1111111111111111,6
2024-07-29,0,วันหยุดชดเชย,46289,465608,32696,231972,34474,24026,21437,1.511111111111111,0
2024-07-30,1,normal,72813,832121,68097,487233,83893,41233,37423,0.1111111111111111,1
2024-07-31,1,normal,73981,849647,67654,496793,83350,43839,36490,0.0444444444444444,2
2024-08-01,1,normal,73687,853605,66925,503425,85203,43662,36870,0.0,3
2024-08-02,1,normal,75041,892210,70133,509422,85591,45999,38900,0.0,4
2024-08-03,0,normal,58234,669561,46873,328019,49458,35477,26349,5.4,5
2024-08-04,0,normal,50617,569569,39029,285639,40737,32427,23179,2.1333333333333333,6
2024-08-05,1,normal,74423,851276,68056,501022,84098,46727,36713,0.0666666666666666,0
2024-08-06,1,normal,74189,867943,66304,514916,85314,45019,36104,0.4888888888888889,1
2024-08-07,1,normal,74712,855497,65789,513348,84238,45905,35858,0.0222222222222222,2
2024-08-08,1,normal,76502,865595,66914,517352,85964,44453,36513,0.0,3
2024-08-09,1,normal,81554,905285,71390,527474,87352,47305,40763,0.0,4
2024-08-10,0,normal,56971,638490,45439,328527,50507,34373,25254,0.0666666666666666,5
2024-08-11,0,normal,49625,563921,37618,277332,38560,30420,21139,0.0,6
2024-08-12,0,วันแม่,47946,479930,34530,229916,33803,26824,21160,2.533333333333333,0
2024-08-13,1,normal,76290,838131,66223,503204,85420,43597,37376,0.4888888888888889,1
2024-08-14,1,normal,76161,836772,65185,507564,84821,42773,36227,0.0222222222222222,2
2024-08-15,1,normal,77439,866218,66979,526157,86308,44127,36367,0.0,3
2024-08-16,1,normal,81142,914866,70297,540117,86868,46362,39689,0.0444444444444444,4
2024-08-17,0,normal,58076,657328,46942,347175,49260,32912,26625,0.0222222222222222,5
2024-08-18,0,normal,50568,542236,41775,284779,40385,28313,24564,0.0222222222222222,6
2024-08-19,1,normal,75580,808145,64893,492716,84126,43575,37910,1.0,0
2024-08-20,1,normal,74677,832357,66587,515616,86110,44560,37636,0.2222222222222222,1
2024-08-21,1,normal,74486,831910,65003,515040,85955,43700,36687,0.2222222222222222,2
2024-08-22,1,normal,76192,838586,63236,518950,85540,44994,37018,0.0222222222222222,3
2024-08-23,1,normal,80284,896565,67570,534342,87259,47242,40457,0.2888888888888889,4
2024-08-24,0,normal,56465,633891,43382,324692,48203,32505,24770,2.533333333333333,5
2024-08-25,0,normal,52394,561601,42696,294551,45621,27850,26054,0.0222222222222222,6
2024-08-26,1,normal,74451,826018,64330,490472,83640,43047,38022,1.3333333333333333,0
2024-08-27,1,normal,75031,852220,64970,504792,85364,42767,36910,2.533333333333333,1
2024-08-28,1,normal,73626,847389,65859,502200,84549,44723,36699,0.0222222222222222,2
2024-08-29,1,normal,73827,843523,64589,496695,84514,44100,37065,0.0,3
2024-08-30,1,normal,79018,926294,71669,523504,87633,48035,42678,0.0222222222222222,4
2024-08-31,0,normal,58756,686522,52578,354788,52053,35802,29884,0.0888888888888888,5
2024-09-01,0,normal,53077,581465,42823,297641,42284,32418,25256,1.6888888888888889,6
2024-09-02,1,normal,75521,837071,67627,495700,85518,46656,38618,2.7333333333333334,0
2024-09-03,1,normal,75236,847335,68100,507545,87630,48979,37328,1.7111111111111112,1
2024-09-04,1,normal,74777,852339,68434,508147,87104,48317,37027,0.0666666666666666,2
2024-09-05,1,normal,74098,845084,67560,507633,87229,46488,37601,0.3111111111111111,3
2024-09-06,1,normal,78111,892533,141252,1046696,175712,98460,42084,0.0,4
2024-09-07,0,normal,55306,641202,45570,339729,50566,34899,26822,0.0222222222222222,5
2024-09-08,0,normal,49673,521473,37900,270968,40636,29540,23998,0.0666666666666666,6
2024-09-09,1,normal,72282,801673,64932,486152,83587,45014,38063,0.0888888888888888,0
2024-09-10,1,normal,68413,829609,62784,501321,85669,46119,37627,0.0,1
2024-09-11,1,normal,71463,1630934,59924,505492,86034,45367,36385,1.933333333333333,2
2024-09-12,1,normal,73007,821590,63515,499754,84394,45366,37092,0.0666666666666666,3
2024-09-13,1,normal,75000,856692,68635,513241,86387,47411,39892,0.5555555555555556,4
2024-09-14,0,normal,56015,620774,43801,323647,48171,32664,25681,0.7333333333333333,5
2024-09-15,0,normal,49007,518190,38167,263721,38811,27543,22679,0.8666666666666667,6
2024-09-16,1,normal,73955,820003,65412,480960,82714,44643,37126,0.0,0
2024-09-17,1,normal,76014,839722,65610,496589,84446,44387,36468,1.6888888888888889,1
2024-09-18,1,normal,73412,831619,67957,494994,85130,47063,36466,0.8666666666666667,2
2024-09-19,1,normal,73226,827912,64792,498345,83731,45409,36777,0.3333333333333333,3
2024-09-20,1,normal,76144,872153,71902,513561,87175,47615,40993,0.0666666666666666,4
2024-09-21,0,normal,54252,595837,41831,307394,45202,31373,24075,0.7333333333333333,5
2024-09-22,0,normal,47699,487499,38335,261130,38488,29968,22809,0.0888888888888888,6
2024-09-23,1,normal,69547,766431,62369,459436,79715,42832,36628,0.0666666666666666,0
2024-09-24,1,normal,69575,783589,62323,469250,80846,43068,36127,1.5555555555555556,1
2024-09-25,1,normal,71280,807318,65019,482442,82220,44160,36029,0.1555555555555555,2
2024-09-26,1,normal,71768,805061,64062,479961,82030,45904,36826,0.4444444444444444,3
2024-09-27,1,normal,75250,847068,70376,499414,82603,49270,40753,0.2222222222222222,4
2024-09-28,0,normal,56714,636142,45053,332178,48780,32411,26398,0.0444444444444444,5
2024-09-29,0,normal,50042,522329,38076,262078,39124,29255,23526,0.0222222222222222,6
2024-09-30,1,normal,72602,818527,65135,469227,81218,46295,37759,3.6666666666666665,0
2024-10-01,1,normal,72756,817626,65249,482440,81849,46524,20183,2.2,1
2024-10-02,1,normal,72361,820597,64555,499717,80904,45539,36587,2.6666666666666665,2
2024-10-03,1,normal,75175,870764,67410,495752,83020,48690,37218,0.7333333333333333,3
2024-10-04,1,normal,78197,913104,69642,509210,83939,49543,40579,0.2888888888888889,4
2024-10-05,0,normal,57494,669063,49607,354739,52832,35916,28867,0.2,5
2024-10-06,0,normal,49609,556483,42278,294142,41756,31283,25524,3.2444444444444445,6
2024-10-07,1,normal,73392,809790,64671,479067,80299,45152,37625,0.0,0
2024-10-08,1,normal,73887,832969,65385,491896,81864,45368,36564,1.6,1
2024-10-09,1,normal,72977,811744,64509,491259,81992,45008,37198,0.0,2
2024-10-10,1,normal,75726,840162,67315,523872,84431,47033,38833,1.4444444444444444,3
2024-10-11,1,normal,77986,846615,67639,532315,82459,48450,41023,0.0222222222222222,4
2024-10-12,0,normal,57648,661127,44279,372564,49473,34433,26125,0.0,5
2024-10-13,0,วันนวมินทรมหาราช,48488,522340,35950,306484,38461,29375,24307,2.911111111111111,6
2024-10-14,0,วันหยุดชดเชย,50074,456549,33237,271099,37351,25586,24875,0.0222222222222222,0
2024-10-15,1,normal,74446,785586,63276,513025,82912,44460,39575,0.2,1
2024-10-16,1,normal,72967,762725,60741,502914,80633,44926,38110,2.711111111111111,2
2024-10-17,1,normal,73844,756431,61421,505576,80277,46449,37829,0.2222222222222222,3
2024-10-18,1,normal,78344,802801,66360,536327,81832,52759,41175,6.666666666666667,4
2024-10-19,0,normal,57118,609917,44034,383362,48428,35933,29100,1.6888888888888889,5
2024-10-20,0,normal,50192,499663,35349,309982,39232,29659,26109,0.4666666666666667,6
2024-10-21,1,normal,70530,703364,59568,456330,76202,46187,36566,0.3111111111111111,0
2024-10-22,1,normal,74007,763915,62060,483992,78566,46274,37452,4.044444444444444,1
2024-10-23,0,วันปิยมหาราช,45081,491777,33363,245159,36332,27740,21842,0.0222222222222222,2
2024-10-24,1,normal,72245,734710,58137,458484,76989,45233,36341,0.6000000000000001,3
2024-10-25,1,normal,75030,800103,61631,484481,78751,48368,39250,0.0,4
2024-10-26,0,normal,53998,632521,42153,324822,45132,35746,26245,0.0,5
2024-10-27,0,normal,50480,533162,34415,281185,38312,31173,25010,0.4666666666666667,6
2024-10-28,1,normal,71094,800197,61508,468087,80192,45354,36948,0.6444444444444444,0
2024-10-29,1,normal,75140,830983,62839,495201,82026,45904,37473,7.533333333333333,1
2024-10-30,1,normal,75101,846400,65731,504122,82724,47705,37547,0.0222222222222222,2
2024-10-31,1,normal,78396,894686,67115,527935,84043,48759,38399,0.0,3
2024-11-01,1,normal,78396,998134,70519,536946,85489,52587,41964,2.933333333333333,4
2024-11-02,0,normal,60512,714034,48019,390142,56441,40843,29433,0.0,5
2024-11-03,0,normal,53692,549675,39326,318728,41355,33044,25620,0.0,6
2024-11-04,1,normal,74134,814603,64961,491710,81448,47045,38389,0.0,0
2024-11-05,1,normal,74824,842702,65995,511381,83888,47078,37761,0.0888888888888888,1
2024-11-06,1,normal,74122,835663,64664,515018,83821,47955,37163,0.0,2
2024-11-07,1,normal,75107,847110,65475,514608,82579,47301,38970,0.0,3
2024-11-08,1,normal,78487,894025,70418,537940,84565,49495,46309,0.0,4
2024-11-09,0,normal,62349,680497,48250,399652,50953,36827,35920,0.0222222222222222,5
2024-11-10,0,normal,54846,555344,39703,321571,41744,32043,26299,0.0,6
2024-11-11,1,normal,73381,810179,64583,491063,79389,45503,37915,0.0,0
2024-11-12,1,normal,75539,837870,64605,514811,82386,46375,36657,0.0,1
2024-11-13,1,normal,74439,838061,67149,516922,81256,46080,36828,0.0,2
2024-11-14,1,normal,76008,858292,66075,521064,81532,46644,37909,1.7111111111111112,3
2024-11-15,1,normal,81748,993221,79125,558165,86279,54050,45067,1.4222222222222225,4
2024-11-16,0,normal,55310,599118,45545,339927,45861,33950,27837,0.0,5
2024-11-17,0,normal,48838,501424,36963,268725,37701,27931,24452,3.511111111111111,6
2024-11-18,1,normal,73449,801227,64058,483582,81134,45092,36625,0.0,0
2024-11-19,1,normal,76073,839301,65119,506261,83943,45157,36162,0.0,1
2024-11-20,1,normal,74202,838806,65836,503479,81780,46506,36845,0.0222222222222222,2
2024-11-21,1,normal,75073,843470,64807,502638,81428,45883,37169,0.0,3
2024-11-22,1,normal,77375,872277,68749,514819,82249,47877,40307,0.0,4
2024-11-23,0,normal,53692,648789,43104,382761,49217,33732,28902,0.0222222222222222,5
2024-11-24,0,normal,50372,516639,34559,264245,37069,27559,23819,0.0222222222222222,6
2024-11-25,1,normal,74802,825245,66530,473853,82077,45673,38775,0.0,0
2024-11-26,1,normal,75333,847872,66248,493210,82833,48441,37895,0.0,1
2024-11-27,1,normal,74875,846045,68420,506934,82873,46482,37874,0.0,2
2024-11-28,1,normal,75273,858116,66790,502802,82446,46968,37991,0.0,3
2024-11-29,1,normal,78823,933565,73896,528397,85565,49573,42298,0.0222222222222222,4
2024-11-30,0,normal,61322,721110,50126,374371,52602,43729,29313,0.0,5
2024-12-01,0,normal,54672,616960,43566,318650,43880,43187,26264,0.0,6
2024-12-02,1,normal,74831,829156,68906,484333,84759,50235,38935,0.0,0
2024-12-03,1,normal,75775,856152,68972,501412,87240,48842,38111,0.0,1
2024-12-04,1,normal,78134,877824,71046,515951,84952,52092,40771,0.0,2
2024-12-05,0,วันพ่อ,49973,507764,37118,269987,36640,41049,22086,0.0,3
2024-12-06,1,normal,51799,822226,67202,476373,78400,49809,39625,0.0,4
2024-12-07,0,normal,56208,610079,43815,346630,46780,40737,29525,0.0222222222222222,5
2024-12-08,0,normal,49751,528920,38680,281097,39288,38910,28723,0.0,6
2024-12-09,1,normal,70478,772571,62826,446573,74566,47553,36514,0.0,0
2024-12-10,0,วันรัฐธรรมนูญ,51799,549614,39343,294620,44973,45354,25474,0.0,1
2024-12-11,1,normal,74863,856599,66541,512295,83283,46884,38482,0.0,2
2024-12-12,1,normal,76129,873071,65987,522471,83189,47117,38523,0.0222222222222222,3
2024-12-13,1,normal,80375,928089,71845,558340,85924,50768,41968,0.8666666666666667,4
2024-12-14,0,normal,66071,727045,45699,430905,53026,37318,29888,0.0,5
