ยานพาหนะ/ท่า,วันที่,ปริมาณ
รถไฟฟ้า BTS,2020-04-27,193200.0
รถไฟฟ้าสายสีน้ำเงิน,2020-04-28,97973.0
รถไฟฟ้าสายสีม่วง,2020-04-28,14751.0
รถไฟฟ้า ARL,2020-04-28,16757.0
รถไฟฟ้า BTS,2020-04-28,192100.0
รถไฟฟ้าสายสีน้ำเงิน,2020-04-29,98152.0
รถไฟฟ้าสายสีม่วง,2020-04-29,15090.0
รถไฟฟ้า ARL,2020-04-29,16745.0
รถไฟฟ้า BTS,2020-04-29,194900.0
รถไฟฟ้าสายสีน้ำเงิน,2020-04-30,107261.0
รถไฟฟ้าสายสีม่วง,2020-04-30,16275.0
รถไฟฟ้า ARL,2020-04-30,18022.0
รถไฟฟ้า BTS,2020-04-30,212200.0
รถไฟฟ้าสายสีน้ำเงิน,2020-05-01,50418.0
รถไฟฟ้าสายสีม่วง,2020-05-01,10058.0
รถไฟฟ้า ARL,2020-05-01,9763.0
รถไฟฟ้า BTS,2020-05-01,112200.0
รถไฟฟ้าสายสีน้ำเงิน,2020-05-02,45956.0
รถไฟฟ้าสายสีม่วง,2020-05-02,8279.0
รถไฟฟ้า ARL,2020-05-02,8275.0
รถไฟฟ้า BTS,2020-05-02,97600.0
รถไฟฟ้าสายสีน้ำเงิน,2020-05-03,39774.0
รถไฟฟ้าสายสีม่วง,2020-05-03,6970.0
รถไฟฟ้า ARL,2020-05-03,6949.0
รถไฟฟ้า BTS,2020-05-03,86300.0
รถไฟฟ้าสายสีน้ำเงิน,2020-05-04,55738.0
รถไฟฟ้าสายสีม่วง,2020-05-04,9080.0
รถไฟฟ้า ARL,2020-05-04,9929.0
รถไฟฟ้า BTS,2020-05-04,121200.0
รถไฟฟ้าสายสีน้ำเงิน,2020-05-05,122105.0
รถไฟฟ้าสายสีม่วง,2020-05-05,18425.0
รถไฟฟ้า ARL,2020-05-05,19081.0
รถไฟฟ้า BTS,2020-05-05,233300.0
รถไฟฟ้าสายสีน้ำเงิน,2020-05-06,53934.0
รถไฟฟ้าสายสีม่วง,2020-05-06,8227.0
รถไฟฟ้า ARL,2020-05-06,8727.0
รถไฟฟ้า BTS,2020-05-06,109100.0
รถไฟฟ้าสายสีน้ำเงิน,2020-05-07,124014.0
รถไฟฟ้าสายสีม่วง,2020-05-07,18620.0
รถไฟฟ้า ARL,2020-05-07,19547.0
รถไฟฟ้า BTS,2020-05-07,217400.0
รถไฟฟ้าสายสีน้ำเงิน,2020-05-08,122054.0
รถไฟฟ้าสายสีม่วง,2020-05-08,19023.0
รถไฟฟ้า ARL,2020-05-08,19539.0
รถไฟฟ้า BTS,2020-05-08,240600.0
รถไฟฟ้าสายสีน้ำเงิน,2020-05-09,62197.0
รถไฟฟ้าสายสีม่วง,2020-05-09,10309.0
รถไฟฟ้า ARL,2020-05-09,9775.0
รถไฟฟ้า BTS,2020-05-09,123100.0
รถไฟฟ้าสายสีน้ำเงิน,2020-05-10,48561.0
รถไฟฟ้าสายสีม่วง,2020-05-10,8021.0
รถไฟฟ้า ARL,2020-05-10,7791.0
รถไฟฟ้า BTS,2020-05-10,97300.0
รถไฟฟ้าสายสีน้ำเงิน,2020-05-11,110513.0
รถไฟฟ้าสายสีม่วง,2020-05-11,15749.0
รถไฟฟ้า ARL,2020-05-11,18123.0
รถไฟฟ้า BTS,2020-05-11,221100.0
รถไฟฟ้าสายสีน้ำเงิน,2020-05-12,127306.0
รถไฟฟ้าสายสีม่วง,2020-05-12,19519.0
รถไฟฟ้า ARL,2020-05-12,20161.0
รถไฟฟ้า BTS,2020-05-12,252600.0
รถไฟฟ้าสายสีน้ำเงิน,2020-05-13,127371.0
รถไฟฟ้าสายสีม่วง,2020-05-13,18733.0
รถไฟฟ้า ARL,2020-05-13,20639.0
รถไฟฟ้า BTS,2020-05-13,251000.0
รถไฟฟ้าสายสีน้ำเงิน,2020-05-14,125719.0
รถไฟฟ้าสายสีม่วง,2020-05-14,18750.0
รถไฟฟ้า ARL,2020-05-14,20109.0
รถไฟฟ้า BTS,2020-05-14,251600.0
รถไฟฟ้าสายสีน้ำเงิน,2020-05-15,129864.0
รถไฟฟ้าสายสีม่วง,2020-05-15,19444.0
รถไฟฟ้า ARL,2020-05-15,21078.0
รถไฟฟ้า BTS,2020-05-15,262700.0
รถไฟฟ้าสายสีน้ำเงิน,2020-05-16,72312.0
รถไฟฟ้าสายสีม่วง,2020-05-16,11257.0
รถไฟฟ้า ARL,2020-05-16,11261.0
รถไฟฟ้า BTS,2020-05-16,142100.0
รถไฟฟ้าสายสีน้ำเงิน,2020-05-17,67284.0
รถไฟฟ้าสายสีม่วง,2020-05-17,10708.0
รถไฟฟ้า ARL,2020-05-17,9705.0
รถไฟฟ้า BTS,2020-05-17,144900.0
รถไฟฟ้าสายสีน้ำเงิน,2020-05-18,142951.0
รถไฟฟ้าสายสีม่วง,2020-05-18,20839.0
รถไฟฟ้า ARL,2020-05-18,23482.0
รถไฟฟ้า BTS,2020-05-18,235300.0
รถไฟฟ้าสายสีน้ำเงิน,2020-05-19,145401.0
รถไฟฟ้าสายสีม่วง,2020-05-19,21041.0
รถไฟฟ้า ARL,2020-05-19,23026.0
รถไฟฟ้า BTS,2020-05-19,297200.0
รถไฟฟ้าสายสีน้ำเงิน,2020-05-20,147798.0
รถไฟฟ้าสายสีม่วง,2020-05-20,21542.0
รถไฟฟ้า ARL,2020-05-20,23182.0
รถไฟฟ้า BTS,2020-05-20,303600.0
รถไฟฟ้าสายสีน้ำเงิน,2020-05-21,146319.0
รถไฟฟ้าสายสีม่วง,2020-05-21,21370.0
รถไฟฟ้า ARL,2020-05-21,23138.0
รถไฟฟ้า BTS,2020-05-21,300300.0
รถไฟฟ้าสายสีน้ำเงิน,2020-05-22,149868.0
รถไฟฟ้าสายสีม่วง,2020-05-22,22300.0
รถไฟฟ้า ARL,2020-05-22,23526.0
รถไฟฟ้า BTS,2020-05-22,309900.0
รถไฟฟ้าสายสีน้ำเงิน,2020-05-23,87637.0
รถไฟฟ้าสายสีม่วง,2020-05-23,13852.0
รถไฟฟ้า ARL,2020-05-23,12691.0
รถไฟฟ้า BTS,2020-05-23,180800.0
รถไฟฟ้าสายสีน้ำเงิน,2020-05-24,69097.0
รถไฟฟ้าสายสีม่วง,2020-05-24,10593.0
รถไฟฟ้า ARL,2020-05-24,10602.0
รถไฟฟ้า BTS,2020-05-24,149400.0
รถไฟฟ้าสายสีน้ำเงิน,2020-05-25,153448.0
รถไฟฟ้าสายสีม่วง,2020-05-25,22788.0
รถไฟฟ้า ARL,2020-05-25,24125.0
รถไฟฟ้า BTS,2020-05-25,316700.0
รถไฟฟ้าสายสีน้ำเงิน,2020-05-26,150184.0
รถไฟฟ้าสายสีม่วง,2020-05-26,22835.0
รถไฟฟ้า ARL,2020-05-26,24198.0
รถไฟฟ้า BTS,2020-05-26,316400.0
รถไฟฟ้าสายสีน้ำเงิน,2020-05-27,158444.0
รถไฟฟ้าสายสีม่วง,2020-05-27,23458.0
รถไฟฟ้า ARL,2020-05-27,25169.0
รถไฟฟ้า BTS,2020-05-27,325600.0
รถไฟฟ้าสายสีน้ำเงิน,2020-05-28,160084.0
รถไฟฟ้าสายสีม่วง,2020-05-28,23432.0
รถไฟฟ้า ARL,2020-05-28,25129.0
รถไฟฟ้า BTS,2020-05-28,327600.0
รถไฟฟ้าสายสีน้ำเงิน,2020-05-29,167740.0
รถไฟฟ้าสายสีม่วง,2020-05-29,23926.0
รถไฟฟ้า ARL,2020-05-29,26602.0
รถไฟฟ้า BTS,2020-05-29,344700.0
รถไฟฟ้าสายสีน้ำเงิน,2020-05-30,108647.0
รถไฟฟ้าสายสีม่วง,2020-05-30,17102.0
รถไฟฟ้า ARL,2020-05-30,15680.0
รถไฟฟ้า BTS,2020-05-30,222100.0
รถไฟฟ้าสายสีน้ำเงิน,2020-05-31,88723.0
รถไฟฟ้าสายสีม่วง,2020-05-31,13858.0
รถไฟฟ้า ARL,2020-05-31,13287.0
รถไฟฟ้า BTS,2020-05-31,185600.0
รถไฟฟ้าสายสีน้ำเงิน,2020-06-01,185873.0
รถไฟฟ้าสายสีม่วง,2020-06-01,27168.0
รถไฟฟ้า ARL,2020-06-01,28456.0
รถไฟฟ้า BTS,2020-06-01,381400.0
รถไฟฟ้าสายสีน้ำเงิน,2020-06-02,191447.0
รถไฟฟ้าสายสีม่วง,2020-06-02,27448.0
รถไฟฟ้า ARL,2020-06-02,29858.0
รถไฟฟ้า BTS,2020-06-02,394300.0
รถไฟฟ้าสายสีน้ำเงิน,2020-06-03,104856.0
รถไฟฟ้าสายสีม่วง,2020-06-03,15505.0
รถไฟฟ้า ARL,2020-06-03,15421.0
รถไฟฟ้า BTS,2020-06-03,218300.0
รถไฟฟ้าสายสีน้ำเงิน,2020-06-04,190076.0
รถไฟฟ้าสายสีม่วง,2020-06-04,27941.0
รถไฟฟ้า ARL,2020-06-04,29092.0
รถไฟฟ้า BTS,2020-06-04,389200.0
รถไฟฟ้าสายสีน้ำเงิน,2020-06-05,193417.0
รถไฟฟ้าสายสีม่วง,2020-06-05,28498.0
รถไฟฟ้า ARL,2020-06-05,30168.0
รถไฟฟ้า BTS,2020-06-05,405400.0
รถไฟฟ้าสายสีน้ำเงิน,2020-06-06,122248.0
รถไฟฟ้าสายสีม่วง,2020-06-06,19098.0
รถไฟฟ้า ARL,2020-06-06,17937.0
รถไฟฟ้า BTS,2020-06-06,260500.0
รถไฟฟ้าสายสีน้ำเงิน,2020-06-07,90497.0
รถไฟฟ้าสายสีม่วง,2020-06-07,15244.0
รถไฟฟ้า ARL,2020-06-07,15102.0
รถไฟฟ้า BTS,2020-06-07,217600.0
รถไฟฟ้าสายสีน้ำเงิน,2020-06-08,193541.0
รถไฟฟ้าสายสีม่วง,2020-06-08,28529.0
รถไฟฟ้า ARL,2020-06-08,30611.0
รถไฟฟ้า BTS,2020-06-08,409800.0
รถไฟฟ้าสายสีน้ำเงิน,2020-06-09,196626.0
รถไฟฟ้าสายสีม่วง,2020-06-09,28311.0
รถไฟฟ้า ARL,2020-06-09,30386.0
รถไฟฟ้า BTS,2020-06-09,411600.0
รถไฟฟ้าสายสีน้ำเงิน,2020-06-10,202028.0
รถไฟฟ้าสายสีม่วง,2020-06-10,28983.0
รถไฟฟ้า ARL,2020-06-10,32698.0
รถไฟฟ้า BTS,2020-06-10,421100.0
รถไฟฟ้าสายสีน้ำเงิน,2020-06-11,200613.0
รถไฟฟ้าสายสีม่วง,2020-06-11,28663.0
รถไฟฟ้า ARL,2020-06-11,30559.0
รถไฟฟ้า BTS,2020-06-11,418900.0
รถไฟฟ้าสายสีน้ำเงิน,2020-06-12,205869.0
รถไฟฟ้าสายสีม่วง,2020-06-12,30156.0
รถไฟฟ้า ARL,2020-06-12,31212.0
รถไฟฟ้า BTS,2020-06-12,437200.0
รถไฟฟ้าสายสีน้ำเงิน,2020-06-13,132852.0
รถไฟฟ้าสายสีม่วง,2020-06-13,19896.0
รถไฟฟ้า ARL,2020-06-13,19342.0
รถไฟฟ้า BTS,2020-06-13,283600.0
รถไฟฟ้าสายสีน้ำเงิน,2020-06-14,107463.0
รถไฟฟ้าสายสีม่วง,2020-06-14,16234.0
รถไฟฟ้า ARL,2020-06-14,15945.0
รถไฟฟ้า BTS,2020-06-14,231300.0
รถไฟฟ้าสายสีน้ำเงิน,2020-06-15,208084.0
รถไฟฟ้าสายสีม่วง,2020-06-15,30080.0
รถไฟฟ้า ARL,2020-06-15,32913.0
รถไฟฟ้า BTS,2020-06-15,435600.0
รถไฟฟ้าสายสีน้ำเงิน,2020-06-16,212824.0
รถไฟฟ้าสายสีม่วง,2020-06-16,30628.0
รถไฟฟ้า ARL,2020-06-16,32867.0
รถไฟฟ้า BTS,2020-06-16,444300.0
รถไฟฟ้าสายสีน้ำเงิน,2020-06-17,215879.0
รถไฟฟ้าสายสีม่วง,2020-06-17,30893.0
รถไฟฟ้า ARL,2020-06-17,31561.0
รถไฟฟ้า BTS,2020-06-17,432300.0
รถไฟฟ้าสายสีน้ำเงิน,2020-06-18,216325.0
รถไฟฟ้าสายสีม่วง,2020-06-18,30594.0
รถไฟฟ้า ARL,2020-06-18,31995.0
รถไฟฟ้า BTS,2020-06-18,448500.0
รถไฟฟ้าสายสีน้ำเงิน,2020-06-19,225022.0
รถไฟฟ้าสายสีม่วง,2020-06-19,32351.0
รถไฟฟ้า ARL,2020-06-19,33638.0
รถไฟฟ้า BTS,2020-06-19,466600.0
รถไฟฟ้าสายสีน้ำเงิน,2020-06-20,143847.0
รถไฟฟ้าสายสีม่วง,2020-06-20,21490.0
รถไฟฟ้า ARL,2020-06-20,21787.0
รถไฟฟ้า BTS,2020-06-20,307400.0
รถไฟฟ้าสายสีน้ำเงิน,2020-06-21,111089.0
รถไฟฟ้าสายสีม่วง,2020-06-21,16611.0
รถไฟฟ้า ARL,2020-06-21,17677.0
รถไฟฟ้า BTS,2020-06-21,243500.0
รถไฟฟ้าสายสีน้ำเงิน,2020-06-22,215599.0
รถไฟฟ้าสายสีม่วง,2020-06-22,31046.0
รถไฟฟ้า ARL,2020-06-22,33066.0
รถไฟฟ้า BTS,2020-06-22,448100.0
รถไฟฟ้าสายสีน้ำเงิน,2020-06-23,224708.0
รถไฟฟ้าสายสีม่วง,2020-06-23,31500.0
รถไฟฟ้า ARL,2020-06-23,33295.0
รถไฟฟ้า BTS,2020-06-23,463800.0
รถไฟฟ้าสายสีน้ำเงิน,2020-06-24,227345.0
รถไฟฟ้าสายสีม่วง,2020-06-24,32414.0
รถไฟฟ้า ARL,2020-06-24,33938.0
รถไฟฟ้า BTS,2020-06-24,472300.0
รถไฟฟ้าสายสีน้ำเงิน,2020-06-25,228850.0
รถไฟฟ้าสายสีม่วง,2020-06-25,32469.0
รถไฟฟ้า ARL,2020-06-25,34312.0
รถไฟฟ้า BTS,2020-06-25,481100.0
รถไฟฟ้าสายสีน้ำเงิน,2020-06-26,239392.0
รถไฟฟ้าสายสีม่วง,2020-06-26,34133.0
รถไฟฟ้า ARL,2020-06-26,33568.0
รถไฟฟ้า BTS,2020-06-26,508100.0
รถไฟฟ้าสายสีน้ำเงิน,2020-06-27,156982.0
รถไฟฟ้าสายสีม่วง,2020-06-27,23416.0
รถไฟฟ้า ARL,2020-06-27,24082.0
รถไฟฟ้า BTS,2020-06-27,339900.0
รถไฟฟ้าสายสีน้ำเงิน,2020-06-28,126898.0
รถไฟฟ้าสายสีม่วง,2020-06-28,18966.0
รถไฟฟ้า ARL,2020-06-28,20365.0
รถไฟฟ้า BTS,2020-06-28,277700.0
รถไฟฟ้าสายสีน้ำเงิน,2020-06-29,226358.0
รถไฟฟ้าสายสีม่วง,2020-06-29,34472.0
รถไฟฟ้า ARL,2020-06-29,35270.0
รถไฟฟ้า BTS,2020-06-29,495600.0
รถไฟฟ้าสายสีน้ำเงิน,2020-06-30,250830.0
รถไฟฟ้าสายสีม่วง,2020-06-30,35886.0
รถไฟฟ้า ARL,2020-06-30,36207.0
รถไฟฟ้า BTS,2020-06-30,525900.0
รถไฟฟ้าสายสีน้ำเงิน,2020-07-01,272667.0
รถไฟฟ้าสายสีม่วง,2020-07-01,39028.0
รถไฟฟ้า ARL,2020-07-01,39009.0
รถไฟฟ้า BTS,2020-07-01,554000.0
รถไฟฟ้าสายสีน้ำเงิน,2020-07-02,269712.0
รถไฟฟ้าสายสีม่วง,2020-07-02,38434.0
รถไฟฟ้า ARL,2020-07-02,40440.0
รถไฟฟ้า BTS,2020-07-02,557000.0
รถไฟฟ้าสายสีน้ำเงิน,2020-07-03,284411.0
รถไฟฟ้าสายสีม่วง,2020-07-03,41555.0
รถไฟฟ้า ARL,2020-07-03,42485.0
รถไฟฟ้า BTS,2020-07-03,597900.0
รถไฟฟ้าสายสีน้ำเงิน,2020-07-04,162955.0
รถไฟฟ้าสายสีม่วง,2020-07-04,22707.0
รถไฟฟ้า ARL,2020-07-04,25423.0
รถไฟฟ้า BTS,2020-07-04,359700.0
รถไฟฟ้าสายสีน้ำเงิน,2020-07-05,141051.0
รถไฟฟ้าสายสีม่วง,2020-07-05,18861.0
รถไฟฟ้า ARL,2020-07-05,19652.0
รถไฟฟ้า BTS,2020-07-05,307700.0
รถไฟฟ้าสายสีน้ำเงิน,2020-07-06,135082.0
รถไฟฟ้าสายสีม่วง,2020-07-06,18486.0
รถไฟฟ้า ARL,2020-07-06,22088.0
รถไฟฟ้า BTS,2020-07-06,291700.0
รถไฟฟ้าสายสีน้ำเงิน,2020-07-07,225204.0
รถไฟฟ้าสายสีม่วง,2020-07-07,29596.0
รถไฟฟ้า ARL,2020-07-07,34877.0
รถไฟฟ้า BTS,2020-07-07,454400.0
รถไฟฟ้าสายสีน้ำเงิน,2020-07-08,278118.0
รถไฟฟ้าสายสีม่วง,2020-07-08,40862.0
รถไฟฟ้า ARL,2020-07-08,41230.0
รถไฟฟ้า BTS,2020-07-08,563100.0
